direction,entry_time,entry,sl,tp1,tp2,orig_risk,exit_time,exit,reason,r_multiple,crt_high,crt_low,half_closed
long,2024-09-09 09:00:00+00:00,1.1060723066329956,1.1046434359891073,1.107053279876709,1.1082788705825806,0.0014288706438883025,2024-09-09 10:00:00+00:00,1.1046434359891073,SL,-1.0,1.1082788705825806,1.1058276891708374,False
long,2024-09-10 08:00:00+00:00,1.1041183471679688,1.103445017337799,1.1044846773147583,1.1052166223526,0.0006733298301697666,2024-09-10 11:00:00+00:00,1.103445017337799,SL (same-bar conflict),-1.0,1.1052166223526,1.1037527322769165,False
short,2024-09-11 07:00:00+00:00,1.1044842004776,1.1056109385831014,1.103389024734497,1.1020498275756836,0.001126738105501346,2024-09-11 11:00:00+00:00,1.1056109385831014,SL,-1.0,1.1047282218933105,1.1020498275756836,False
short,2024-09-13 09:00:00+00:00,1.1095085144042969,1.1095085144042969,1.1085870265960693,1.1075423955917358,0.0010600226266044288,2024-09-13 12:00:00+00:00,1.1095085144042969,Partial TP1 + BE,0.4346547824074952,1.1096316576004028,1.1075423955917358,True
short,2024-09-18 08:00:00+00:00,1.1132138967514038,1.113743052312306,1.1126569509506226,1.1119760274887085,0.0005291555609021614,2024-09-18 09:00:00+00:00,1.113743052312306,SL,-1.0,1.1133378744125366,1.1119760274887085,False
long,2024-09-20 11:00:00+00:00,1.1164453029632568,1.1164453029632568,1.1173818707466125,1.1184431314468384,0.0010310428483144563,2024-09-20 13:00:00+00:00,1.1164453029632568,Partial TP1 + BE,0.454184704780606,1.1184431314468384,1.1163206100463867,True
long,2024-09-23 09:00:00+00:00,1.110987663269043,1.110987663269043,1.1135965585708618,1.1170687675476074,0.002452725172042758,2024-09-24 00:00:00+00:00,1.110987663269043,Partial TP1 + BE,0.5318360433439885,1.1170687675476074,1.1101243495941162,True
short,2024-09-26 11:00:00+00:00,1.1158223152160645,1.1165509768894741,1.1148905754089355,1.113709807395935,0.0007286616734096807,2024-09-26 12:00:00+00:00,1.1165509768894741,SL (same-bar conflict),-1.0,1.116071343421936,1.113709807395935,False
long,2024-09-27 17:00:00+00:00,1.1165698766708374,1.1165698766708374,1.1181358098983765,1.1205737590789795,0.0019352487155368525,2024-09-30 08:00:00+00:00,1.1205737590789795,TP1+TP2,1.4390438786923685,1.1205737590789795,1.1156978607177734,True
long,2024-10-01 17:00:00+00:00,1.106439471244812,1.106439471244812,1.1077281832695007,1.109139323234558,0.0017530815941946276,2024-10-02 04:00:00+00:00,1.106439471244812,Partial TP1 + BE,0.3675562018779736,1.109139323234558,1.1063170433044434,True
long,2024-10-04 17:00:00+00:00,1.0970927476882935,1.0970927476882935,1.0996997952461243,1.1035091876983643,0.0019111556666238094,2024-10-08 14:00:00+00:00,1.0970927476882935,Partial TP1 + BE,0.6820604944327594,1.1035091876983643,1.0958904027938843,True
long,2024-10-09 12:00:00+00:00,1.0960105657577515,1.0954885057040624,1.0965518951416016,1.0973334312438965,0.0005220600536890441,2024-10-09 13:00:00+00:00,1.0954885057040624,SL,-1.0,1.0973334312438965,1.0957703590393066,False
long,2024-10-10 17:00:00+00:00,1.0921800136566162,1.0921800136566162,1.09355628490448,1.0952903032302856,0.001941651957375612,2024-10-11 08:00:00+00:00,1.0952903032302856,TP1+TP2,1.1553463030514894,1.0952903032302856,1.0918222665786743,True
short,2024-10-16 10:00:00+00:00,1.0893245935440063,1.0901943240846907,1.0887322425842285,1.087902545928955,0.0008697305406843991,2024-10-16 12:00:00+00:00,1.0901943240846907,SL,-1.0,1.089561939239502,1.087902545928955,False
short,2024-10-18 17:00:00+00:00,1.0864840745925903,1.0872657920633044,1.0858358144760132,1.0850694179534912,0.0007817174707140939,2024-10-18 20:00:00+00:00,1.0872657920633044,SL,-1.0,1.0866022109985352,1.0850694179534912,False
long,2024-10-22 20:00:00+00:00,1.0801469087600708,1.0801469087600708,1.080673098564148,1.0816657543182373,0.0007323690823146656,2024-10-22 22:00:00+00:00,1.0801469087600708,Partial TP1 + BE,0.3592381333289741,1.0816657543182373,1.0796804428100586,True
long,2024-10-23 08:00:00+00:00,1.079214334487915,1.0781176890645707,1.079681932926178,1.080964207649231,0.0010966454233443113,2024-10-23 10:00:00+00:00,1.0781176890645707,SL,-1.0,1.080964207649231,1.078399658203125,False
short,2024-10-24 09:00:00+00:00,1.0800302028656006,1.0811457855360849,1.0787504315376282,1.0773539543151855,0.001115582670484283,2024-10-24 13:00:00+00:00,1.0811457855360849,SL,-1.0,1.0801469087600708,1.0773539543151855,False
short,2024-10-24 20:00:00+00:00,1.0830715894699097,1.083496959720339,1.0819013118743896,1.0806137323379517,0.0004253702504293244,2024-10-24 21:00:00+00:00,1.083496959720339,SL,-1.0,1.0831888914108276,1.0806137323379517,False
short,2024-10-28 15:00:00+00:00,1.0821340084075928,1.0821340084075928,1.0814326405525208,1.0804970264434814,0.00099557978766307,2024-10-28 19:00:00+00:00,1.0821340084075928,Partial TP1 + BE,0.3522409071393193,1.08236825466156,1.0804970264434814,True
