direction,day,entry_time,entry,sl,tp1,tp2,orig_risk,or_high,or_low,exit_time,exit,reason,r_multiple,half_closed
long,2026-07-22,2026-07-22 09:45:00-04:00,29186.0,29186.0,29282.0,29378.0,96.0,29186.0,29090.0,2026-07-22 10:40:00-04:00,29186.0,Partial TP1 + SL,0.45439687500000003,True
long,2026-07-24,2026-07-24 12:10:00-04:00,28622.0,28458.25,28785.75,28949.5,163.75,28622.0,28458.25,2026-07-24 13:05:00-04:00,28458.25,SL,-1.0262186259541985,False
long,2026-07-28,2026-07-28 11:25:00-04:00,27992.0,27728.5,28255.5,28519.0,263.5,27992.0,27728.5,2026-07-28 15:55:00-04:00,27919.5,EOD flatten,-0.2910770398481973,False
long,2026-07-29,2026-07-29 14:45:00-04:00,27996.0,27836.5,28155.5,28315.0,159.5,27996.0,27836.5,2026-07-29 15:15:00-04:00,27836.5,SL,-1.026328526645768,False
long,2026-07-30,2026-07-30 09:45:00-04:00,27996.5,27996.5,28179.75,28363.0,183.25,27996.5,27813.25,2026-07-30 11:25:00-04:00,27996.5,Partial TP1 + SL,0.4770833560709413,True
long,2026-08-03,2026-08-03 09:55:00-04:00,28540.0,28540.0,28766.5,28993.0,226.5,28540.0,28313.5,2026-08-03 15:55:00-04:00,28900.25,Partial TP1 + EOD,1.276353200883002,True
long,2026-08-04,2026-08-04 09:45:00-04:00,29452.75,29452.75,29697.25,29941.75,244.5,29452.75,29208.25,2026-08-04 15:15:00-04:00,29941.75,TP1+TP2,1.481930828220859,True
long,2026-08-05,2026-08-05 09:45:00-04:00,30059.0,29910.25,30207.75,30356.5,148.75,30059.0,29910.25,2026-08-05 10:20:00-04:00,29910.25,SL,-1.0303115966386556,False
long,2026-08-06,2026-08-06 09:45:00-04:00,29474.25,29241.25,29707.25,29940.25,233.0,29474.25,29241.25,2026-08-06 15:55:00-04:00,29497.25,EOD flatten,0.07973760729613734,False
long,2026-08-07,2026-08-07 09:45:00-04:00,29813.25,29681.0,29945.5,30077.75,132.25,29813.25,29681.0,2026-08-07 09:55:00-04:00,29681.0,SL,-1.033814650283554,False
long,2026-08-10,2026-08-10 10:05:00-04:00,29841.75,29718.75,29964.75,30087.75,123.0,29841.75,29718.75,2026-08-10 15:55:00-04:00,29744.25,EOD flatten,-0.8290753048780488,False
long,2026-08-13,2026-08-13 09:45:00-04:00,30053.5,30053.5,30243.5,30433.5,190.0,30053.5,29863.5,2026-08-13 15:55:00-04:00,30194.0,Partial TP1 + EOD,0.8460103947368421,True
long,2026-08-14,2026-08-14 09:45:00-04:00,30269.5,30169.75,30369.25,30469.0,99.75,30269.5,30169.75,2026-08-14 10:15:00-04:00,30169.75,SL,-1.045518045112782,False
long,2026-08-17,2026-08-17 11:00:00-04:00,30266.0,30165.5,30366.5,30467.0,100.5,30266.0,30165.5,2026-08-17 13:05:00-04:00,30165.5,SL,-1.0451731343283581,False
long,2026-08-21,2026-08-21 11:50:00-04:00,29476.0,29312.25,29639.75,29803.5,163.75,29476.0,29312.25,2026-08-21 15:55:00-04:00,29395.25,EOD flatten,-0.5201306870229008,False
long,2026-08-25,2026-08-25 09:45:00-04:00,29376.25,29279.25,29473.25,29570.25,97.0,29376.25,29279.25,2026-08-25 10:00:00-04:00,29279.25,SL,-1.0454271907216495,False
long,2026-08-26,2026-08-26 09:45:00-04:00,29313.25,29174.25,29452.25,29591.25,139.0,29313.25,29174.25,2026-08-26 10:25:00-04:00,29174.25,SL,-1.0316330035971224,False
long,2026-08-27,2026-08-27 09:45:00-04:00,29588.75,29443.0,29734.5,29880.25,145.75,29588.75,29443.0,2026-08-27 09:55:00-04:00,29443.0,SL,-1.0304515437392796,False
long,2026-08-28,2026-08-28 09:45:00-04:00,29701.75,29562.75,29840.75,29979.75,139.0,29701.75,29562.75,2026-08-28 10:05:00-04:00,29562.75,SL,-1.032052248201439,False
long,2026-08-31,2026-08-31 15:50:00-04:00,29516.75,29390.25,29643.25,29769.75,126.5,29516.75,29390.25,2026-08-31 15:55:00-04:00,29506.0,EOD flatten,-0.11998033596837944,False
long,2026-09-01,2026-09-01 09:45:00-04:00,29140.5,29140.5,29240.75,29341.0,100.25,29140.5,29040.25,2026-09-01 12:30:00-04:00,29140.5,Partial TP1 + SL,0.45639825436408976,True
long,2026-09-02,2026-09-02 10:10:00-04:00,29119.0,29119.0,29201.5,29284.0,82.5,29119.0,29036.5,2026-09-02 10:55:00-04:00,29119.0,Partial TP1 + SL,0.44705636363636364,True
long,2026-09-03,2026-09-03 09:45:00-04:00,29359.5,29359.5,29519.5,29679.5,160.0,29359.5,29199.5,2026-09-03 15:55:00-04:00,29530.75,Partial TP1 + EOD,1.00763171875,True
long,2026-09-04,2026-09-04 09:45:00-04:00,29647.0,29554.5,29739.5,29832.0,92.5,29647.0,29554.5,2026-09-04 10:30:00-04:00,29554.5,SL,-1.0480762162162163,False
